,alerts_ratability,en_allocation_status,percentage_allocation,account_type,base_gallons,beginning_gallons,supplier_terminal_name,lifted_gallons,remaining_gallons,additional_gallons_allowed,additional_gallons_remaining,next_refresh_date,next_refresh_base_gallons,product_name,period,batchno,execution_date,staging_id,date
41,91%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,88113.0,24287.0,0.0,0.0,06/24 18:00:00 MDT,,GASOLINE,Weekly,12,2015-06-23 20:46:03,273782,2015-06-23
42,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,0.0,16057.0,0.0,0.0,06/25 18:00:00 MDT,,GASOLINE,Daily,9,2015-06-24 23:45:09,305865,2015-06-24
43,85%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,325761.0,155954.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,9,2015-06-24 23:45:09,305867,2015-06-24
44,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,0.0,112400.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,9,2015-06-24 23:45:09,305866,2015-06-24
45,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,0.0,16057.0,0.0,0.0,06/26 18:00:00 MDT,,GASOLINE,Daily,11,2015-06-25 23:45:08,337291,2015-06-25
46,86%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,343452.0,138263.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,11,2015-06-25 23:45:08,337293,2015-06-25
47,95%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,17691.0,94709.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,11,2015-06-25 23:45:08,337292,2015-06-25
48,341%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,8796.0,7261.0,0.0,0.0,06/27 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-26 23:45:10,366607,2015-06-26
49,87%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,361062.0,120653.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,10,2015-06-26 23:45:10,366609,2015-06-26
50,102%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,35301.0,77099.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,10,2015-06-26 23:45:10,366608,2015-06-26
51,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,0.0,16057.0,0.0,0.0,06/28 18:00:00 MDT,,GASOLINE,Daily,8,2015-06-27 20:45:09,391617,2015-06-27
52,86%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,369909.0,111806.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,8,2015-06-27 20:45:09,391619,2015-06-27
53,91%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,44148.0,68252.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,8,2015-06-27 20:45:09,391618,2015-06-27
54,338%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,8721.0,7336.0,0.0,0.0,06/29 18:00:00 MDT,,GASOLINE,Daily,5,2015-06-28 23:45:10,417923,2015-06-28
55,86%,Limited,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,387531.0,94184.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,5,2015-06-28 23:45:10,417925,2015-06-28
56,92%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,61770.0,50630.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,5,2015-06-28 23:45:10,417924,2015-06-28
57,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,0.0,16057.0,0.0,0.0,06/30 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-29 23:45:12,448738,2015-06-29
58,85%,Limited,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,396442.0,85273.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,10,2015-06-29 23:45:12,448740,2015-06-29
59,85%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,70681.0,41719.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,10,2015-06-29 23:45:12,448739,2015-06-29
60,0%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,16057.0,16057.0,ALBUQUERQUE NM PSX - 030A,0.0,16057.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Daily,9,2015-06-30 23:45:10,475403,2015-06-30
61,84%,Limited,100%,PILOT TRAVEL CENTERS LLC-10024029BR,481715.0,481715.0,ALBUQUERQUE NM PSX - 030A,405350.0,76365.0,0.0,0.0,07/01 00:00:00 MDT,,GASOLINE,Monthly,9,2015-06-30 23:45:10,475405,2015-06-30
62,80%,Available,100%,PILOT TRAVEL CENTERS LLC-10024029BR,112400.0,112400.0,ALBUQUERQUE NM PSX - 030A,79589.0,32811.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Weekly,9,2015-06-30 23:45:10,475404,2015-06-30
63,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/02 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-02 08:10:06,433,2015-06-02
64,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/03 18:00:00 MDT,,GASOLINE,Daily,2,2015-06-03 07:41:42,6273,2015-06-03
65,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/04 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-04 05:32:18,9145,2015-06-04
66,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/05 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-05 03:37:55,11563,2015-06-05
67,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/08 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-08 00:43:23,14053,2015-06-08
68,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/09 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-09 07:37:47,16805,2015-06-09
69,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/10 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-10 00:59:51,19422,2015-06-10
70,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/11 18:00:00 MDT,,GASOLINE,Daily,1,2015-06-11 06:21:51,22324,2015-06-11
71,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/13 18:00:00 MDT,,GASOLINE,Daily,7,2015-06-13 18:46:05,44620,2015-06-13
72,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,,,06/16 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-15 23:46:04,99074,2015-06-15
73,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/16 18:00:00 MDT,,GASOLINE,Daily,3,2015-06-16 08:46:04,108323,2015-06-16
74,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/22 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-21 23:46:04,214882,2015-06-21
75,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/22 18:00:00 MDT,,GASOLINE,Daily,4,2015-06-22 10:46:05,227127,2015-06-22
76,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/24 18:00:00 MDT,,GASOLINE,Daily,12,2015-06-23 20:46:03,273786,2015-06-23
77,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/25 18:00:00 MDT,,GASOLINE,Daily,9,2015-06-24 23:45:09,305870,2015-06-24
78,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/26 18:00:00 MDT,,GASOLINE,Daily,11,2015-06-25 23:45:08,337296,2015-06-25
79,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/27 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-26 23:45:10,366612,2015-06-26
80,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/28 18:00:00 MDT,,GASOLINE,Daily,8,2015-06-27 20:45:09,391622,2015-06-27
81,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/29 18:00:00 MDT,,GASOLINE,Daily,5,2015-06-28 23:45:10,417928,2015-06-28
82,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,06/30 18:00:00 MDT,,GASOLINE,Daily,10,2015-06-29 23:45:12,448743,2015-06-29
83,0%,Out,0%,PILOT TRAVEL CENTERS LLC-10024029BR,15000.0,0.0,ALBUQUERQUE NM VAL - 030V,0.0,0.0,0.0,0.0,07/01 18:00:00 MDT,,GASOLINE,Daily,9,2015-06-30 23:45:10,475408,2015-06-30
84,168%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,26606.0,375579.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-02 08:10:06,435,2015-06-02
85,105%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,70770.0,23073.0,,,06/03 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-02 08:10:06,434,2015-06-02
86,157%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,43790.0,358395.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,2,2015-06-03 07:41:42,6275,2015-06-03
87,110%,Limited,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,87954.0,5889.0,,,06/03 18:00:00 CDT,,GASOLINE,Weekly,2,2015-06-03 07:41:42,6274,2015-06-03
88,113%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,43790.0,358395.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-04 05:32:18,9147,2015-06-04
89,0%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,0.0,93843.0,,,06/10 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-04 05:32:18,9146,2015-06-04
90,105%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,52689.0,349496.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-05 03:37:55,11565,2015-06-05
91,54%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,8899.0,84944.0,,,06/10 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-05 03:37:55,11564,2015-06-05
92,114%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,96800.0,305385.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-08 00:43:23,14055,2015-06-08
93,103%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,53010.0,40833.0,,,06/10 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-08 00:43:23,14054,2015-06-08
94,122%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,123107.0,279078.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-09 07:37:47,16807,2015-06-09
95,118%,Limited,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,79317.0,14526.0,,,06/10 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-09 07:37:47,16806,2015-06-09
96,128%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,140463.0,261722.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-10 00:59:51,19424,2015-06-10
97,127%,Out,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,96673.0,-2830.0,,,06/10 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-10 00:59:51,19423,2015-06-10
98,113%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,140463.0,261722.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,1,2015-06-11 06:21:51,22326,2015-06-11
99,0%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,0.0,93843.0,,,06/17 18:00:00 CDT,,GASOLINE,Weekly,1,2015-06-11 06:21:51,22325,2015-06-11
100,108%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,167091.0,235094.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,7,2015-06-13 18:46:05,44622,2015-06-13
101,73%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,26628.0,67215.0,,,06/17 18:00:00 CDT,,GASOLINE,Weekly,7,2015-06-13 18:46:05,44621,2015-06-13
102,111%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,202026.0,200159.0,,,07/01 00:00:00 CDT,,GASOLINE,Monthly,10,2015-06-15 23:46:04,99076,2015-06-15
103,97%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,85312.0,93843.0,AMARILLO TX PSX - 030J,61563.0,32280.0,,,06/17 18:00:00 CDT,,GASOLINE,Weekly,10,2015-06-15 23:46:04,99075,2015-06-15
104,108%,Available,110%,PILOT TRAVEL CENTERS LLC-10024029BR,365623.0,402185.0,AMARILLO TX PSX - 030J,202026.0,200159.0,0.0,0.0,07/01 00:00:00 CDT,,GASOLINE,Monthly,3,2015-06-16 08:46:04,108325,2015-06-16
