index,Lifted_mod_daily_weekly_value,Lifted_mod_daily_nextrefresh,Lifted_actual_daily,Lifted_actual_weekly,Lifted_actual_monthly,Week_structure_weekly_value,Week_structure_next_refresh,date,account_type,supplier_terminal_name,product_name,"('base_gallons', 'Daily')","('base_gallons', 'Monthly')","('base_gallons', 'Weekly')",daily_nextrefresh_flag,daily_weekValue_flag,"('beginning_gallons', 'Daily')","('beginning_gallons', 'Monthly')","('beginning_gallons', 'Weekly')","('en_allocation_status', 'Daily')","('en_allocation_status', 'Monthly')","('en_allocation_status', 'Weekly')","('percentage_allocation', 'Daily')","('percentage_allocation', 'Monthly')","('percentage_allocation', 'Weekly')","('alerts_ratability', 'Daily')","('alerts_ratability', 'Monthly')","('alerts_ratability', 'Weekly')","('next_refresh_date', 'Daily')","('next_refresh_date', 'Monthly')",Modified_NRD,"('next_refresh_date', 'Weekly')",id,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
"2015-07-11 00:00:00",0,0,0,1200,0,w3,w3,"2015-07-11 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","07/12 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",165,1,1,0,0
"2015-07-12 00:00:00",0,0,0,1200,0,w3,w3,"2015-07-12 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/13 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",183,1,1,0,0
"2015-07-13 00:00:00",0,0,0,1200,0,w3,w3,"2015-07-13 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/14 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",201,1,1,0,0
"2015-07-14 00:00:00",2303,2303,2303,3503,0,w3,w3,"2015-07-14 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/15 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",219,1,1,0,0
"2015-07-15 00:00:00",1200,1200,1200,4703,0,w3,w3,"2015-07-15 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/16 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",237,1,1,0,0
"2015-07-16 00:00:00",1900,1900,1900,1900,0,w4,w4,"2015-07-16 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/17 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",255,1,1,0,0
"2015-07-17 00:00:00",1200,1200,1200,3100,0,w4,w4,"2015-07-17 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/18 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",273,1,1,0,0
"2015-07-18 00:00:00",1250,1250,1250,4350,0,w4,w4,"2015-07-18 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/19 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",291,1,1,0,0
"2015-07-19 00:00:00",0,0,0,4350,0,w4,w4,"2015-07-19 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/20 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",309,1,1,0,0
"2015-07-20 00:00:00",0,0,0,4350,0,w4,w4,"2015-07-20 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/21 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",327,1,1,0,0
"2015-07-21 00:00:00",1200,1200,1200,5550,0,w4,w4,"2015-07-21 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/22 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",345,1,1,0,0
"2015-07-22 00:00:00",0,0,0,5550,0,w4,w4,"2015-07-22 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/23 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",363,1,1,0,0
"2015-07-23 00:00:00",1200,1200,1200,1200,0,w5,w5,"2015-07-23 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/24 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",381,1,1,0,0
"2015-07-24 00:00:00",1200,1200,1200,2400,0,w5,w5,"2015-07-24 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/25 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",399,1,1,0,0
"2015-07-25 00:00:00",1200,1200,1200,3600,0,w5,w5,"2015-07-25 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/26 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",417,1,1,0,0
"2015-07-26 00:00:00",0,0,0,3600,0,w5,w5,"2015-07-26 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/27 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",435,1,1,0,0
"2015-07-27 00:00:00",1100,1100,1100,4700,0,w5,w5,"2015-07-27 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/28 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",453,1,1,0,0
"2015-07-28 00:00:00",1000,1000,1000,5700,0,w5,w5,"2015-07-28 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/29 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",471,1,1,0,0
"2015-07-29 00:00:00",0,0,0,5700,0,w5,w5,"2015-07-29 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/30 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",489,1,1,0,0
"2015-07-30 00:00:00",0,0,0,0,0,w6,w6,"2015-07-30 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/31 00:00:00 CDT",NULL,0,"2015-08-06 00:00:00",507,1,1,0,0
"2015-07-31 00:00:00",1200,1200,1200,1200,0,w6,w6,"2015-07-31 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",362,NULL,2534,0,0,543,NULL,3548,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","08/01 00:00:00 CDT",NULL,0,"2015-08-06 00:00:00",524,1,1,0,0
"2015-07-01 00:00:00",0,0,0,89302,0,w1,w1,"2015-07-01 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"On Track","07/02 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",2,1,1,1,1
"2015-07-02 00:00:00",0,0,0,0,0,w2,w2,"2015-07-02 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/03 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",20,1,1,1,1
"2015-07-03 00:00:00",9000,9000,9000,15800,0,w2,w2,"2015-07-03 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"On Track","07/04 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",38,0,0,0,0
"2015-07-04 00:00:00",16600,16600,7600,32400,0,w2,w2,"2015-07-04 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,1,1,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/05 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",56,0,0,0,0
"2015-07-05 00:00:00",9000,9000,9000,41400,0,w2,w2,"2015-07-05 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"On Track","07/06 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",74,0,0,0,0
"2015-07-06 00:00:00",8900,8900,0,50300,0,w2,w2,"2015-07-06 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,1,1,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","07/07 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",92,0,0,0,0
"2015-07-07 00:00:00",34100,34100,16200,84400,0,w2,w2,"2015-07-07 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,1,1,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/08 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",110,0,0,0,0
"2015-07-08 00:00:00",0,0,0,84400,0,w2,w2,"2015-07-08 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"On Track","07/09 00:00:00 CDT",NULL,0,"2015-07-09 00:00:00",129,0,0,0,0
"2015-07-09 00:00:00",0,0,0,0,0,w3,w3,"2015-07-09 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-07-16 00:00:00",0,1,1,0,0
"2015-07-10 00:00:00",21300,21300,21300,27300,0,w3,w3,"2015-07-10 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/11 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",148,0,0,0,0
"2015-07-11 00:00:00",0,0,0,27300,0,w3,w3,"2015-07-11 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/12 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",166,0,0,0,0
"2015-07-12 00:00:00",17700,17700,17700,45000,0,w3,w3,"2015-07-12 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/13 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",184,0,0,0,0
"2015-07-13 00:00:00",0,0,0,45000,0,w3,w3,"2015-07-13 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/14 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",202,0,0,0,0
"2015-07-14 00:00:00",24601,24601,24601,69601,0,w3,w3,"2015-07-14 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/15 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",220,0,0,0,0
"2015-07-15 00:00:00",7700,7700,7700,77301,0,w3,w3,"2015-07-15 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","07/16 00:00:00 CDT",NULL,0,"2015-07-16 00:00:00",238,0,0,0,0
"2015-07-16 00:00:00",6800,6800,6800,6800,0,w4,w4,"2015-07-16 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/17 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",256,1,1,0,0
"2015-07-17 00:00:00",17600,17600,17600,24400,0,w4,w4,"2015-07-17 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/18 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",274,1,1,0,0
"2015-07-18 00:00:00",7750,7750,7750,32150,0,w4,w4,"2015-07-18 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","07/19 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",292,1,1,0,0
"2015-07-19 00:00:00",0,0,0,32150,0,w4,w4,"2015-07-19 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/20 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",310,1,1,0,0
"2015-07-20 00:00:00",0,0,0,32150,0,w4,w4,"2015-07-20 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/21 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",328,1,1,0,0
"2015-07-21 00:00:00",17000,17000,17000,49150,0,w4,w4,"2015-07-21 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Below Trend","07/22 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",346,1,1,0,0
"2015-07-22 00:00:00",18001,18001,18001,67151,0,w4,w4,"2015-07-22 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/23 00:00:00 CDT",NULL,0,"2015-07-23 00:00:00",364,1,1,0,0
"2015-07-23 00:00:00",8000,8000,8000,8000,0,w5,w5,"2015-07-23 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","07/24 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",382,1,1,0,0
"2015-07-24 00:00:00",17000,17000,17000,25000,0,w5,w5,"2015-07-24 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/25 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",400,1,1,0,0
"2015-07-25 00:00:00",16901,16901,16901,41901,0,w5,w5,"2015-07-25 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/26 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",418,1,1,0,0
"2015-07-26 00:00:00",25598,25598,25598,67499,0,w5,w5,"2015-07-26 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","07/27 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",436,1,1,0,0
"2015-07-27 00:00:00",13101,13101,13101,80600,0,w5,w5,"2015-07-27 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"On Track",NULL,"Above Trend","07/28 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",454,1,1,0,0
"2015-07-28 00:00:00",8000,8000,8000,88600,0,w5,w5,"2015-07-28 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"Above Trend","07/29 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",472,1,1,0,0
"2015-07-29 00:00:00",0,0,0,88600,0,w5,w5,"2015-07-29 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Below Trend",NULL,"On Track","07/30 00:00:00 CDT",NULL,0,"2015-07-30 00:00:00",490,1,1,0,0
"2015-07-30 00:00:00",9000,9000,9000,9000,0,w6,w6,"2015-07-30 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","07/31 00:00:00 CDT",NULL,0,"2015-08-06 00:00:00",508,1,1,0,0
"2015-07-31 00:00:00",17001,17001,17001,26001,0,w6,w6,"2015-07-31 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",8268,NULL,57874,0,0,12402,NULL,81024,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","08/01 00:00:00 CDT",NULL,0,"2015-08-06 00:00:00",525,1,1,0,0
"2015-07-01 00:00:00",38700,38700,38700,260607,0,w1,w1,"2015-07-01 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE",ULSD,24240,NULL,169679,0,0,36360,NULL,237551,Available,NULL,Available,150%,NULL,140%,"On Track",NULL,"On Track","07/02 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",3,1,1,0,0
