index,Lifted_mod_daily_weekly_value,Lifted_mod_daily_nextrefresh,Lifted_actual_daily,Lifted_actual_weekly,Lifted_actual_monthly,Week_structure_weekly_value,Week_structure_next_refresh,date,account_type,supplier_terminal_name,product_name,"('base_gallons', 'Daily')","('base_gallons', 'Monthly')","('base_gallons', 'Weekly')",daily_nextrefresh_flag,daily_weekValue_flag,"('beginning_gallons', 'Daily')","('beginning_gallons', 'Monthly')","('beginning_gallons', 'Weekly')","('en_allocation_status', 'Daily')","('en_allocation_status', 'Monthly')","('en_allocation_status', 'Weekly')","('percentage_allocation', 'Daily')","('percentage_allocation', 'Monthly')","('percentage_allocation', 'Weekly')","('alerts_ratability', 'Daily')","('alerts_ratability', 'Monthly')","('alerts_ratability', 'Weekly')","('next_refresh_date', 'Daily')","('next_refresh_date', 'Monthly')",Modified_NRD,"('next_refresh_date', 'Weekly')",id,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
"2015-06-11 00:00:00",0,0,0,0,0,w3,w3,"2015-06-11 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/12 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",127,1,1,0,0
"2015-06-12 00:00:00",0,0,0,0,0,w3,w3,"2015-06-12 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-18 00:00:00",0,1,1,0,0
"2015-06-13 00:00:00",1005,1005,1005,2205,0,w3,w3,"2015-06-13 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"On Track",NULL,"On Track","06/14 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",145,0,0,0,0
"2015-06-14 00:00:00",3800,3800,3800,6005,0,w3,w3,"2015-06-14 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/15 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",163,0,0,0,0
"2015-06-15 00:00:00",0,0,0,6005,0,w3,w3,"2015-06-15 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Above Trend","06/16 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",181,0,0,0,0
"2015-06-16 00:00:00",2300,2300,2300,8305,0,w3,w3,"2015-06-16 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/17 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",199,0,0,0,0
"2015-06-17 00:00:00",0,0,0,8305,0,w3,w3,"2015-06-17 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Above Trend","06/18 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",217,0,0,0,0
"2015-06-18 00:00:00",0,0,0,0,0,w4,w4,"2015-06-18 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/19 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",235,1,1,0,0
"2015-06-19 00:00:00",0,0,0,0,0,w4,w4,"2015-06-19 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/20 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",253,1,1,0,0
"2015-06-20 00:00:00",3000,3000,3000,3000,0,w4,w4,"2015-06-20 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/21 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",271,1,1,0,0
"2015-06-21 00:00:00",0,0,0,3000,0,w4,w4,"2015-06-21 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","06/22 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",292,1,1,0,0
"2015-06-22 00:00:00",0,0,0,3000,0,w4,w4,"2015-06-22 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/23 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",313,1,1,0,0
"2015-06-23 00:00:00",0,0,0,3000,0,w4,w4,"2015-06-23 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/24 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",334,1,1,0,0
"2015-06-24 00:00:00",0,0,0,3000,0,w4,w4,"2015-06-24 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/25 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",355,1,1,0,0
"2015-06-25 00:00:00",1200,1200,1200,1200,0,w5,w5,"2015-06-25 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/26 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",376,1,1,0,0
"2015-06-26 00:00:00",1200,1200,1200,2400,0,w5,w5,"2015-06-26 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/27 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",397,1,1,0,0
"2015-06-27 00:00:00",1200,1200,1200,3600,0,w5,w5,"2015-06-27 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/28 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",418,1,1,0,0
"2015-06-28 00:00:00",0,0,0,3600,0,w5,w5,"2015-06-28 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","06/29 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",439,1,1,0,0
"2015-06-29 00:00:00",1200,1200,1200,4800,0,w5,w5,"2015-06-29 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/30 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",460,1,1,0,0
"2015-06-30 00:00:00",1200,1200,1200,6000,0,w5,w5,"2015-06-30 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Prem CG DS",628,NULL,4393,0,0,942,NULL,6150,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/01 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",481,1,1,0,0
"2015-06-01 00:00:00",0,0,0,0,0,w1,w1,"2015-06-01 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-04 00:00:00",0,1,1,1,1
"2015-06-02 00:00:00",7800,7800,7800,58102,0,w1,w1,"2015-06-02 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"On Track","06/03 00:00:00 CDT",NULL,0,"2015-06-04 00:00:00",2,0,0,0,0
"2015-06-03 00:00:00",0,0,0,58102,0,w1,w1,"2015-06-03 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/04 00:00:00 CDT",NULL,0,"2015-06-04 00:00:00",20,0,0,0,0
"2015-06-04 00:00:00",8900,8900,8900,8900,0,w2,w2,"2015-06-04 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/05 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",38,1,1,0,0
"2015-06-05 00:00:00",0,0,0,8900,0,w2,w2,"2015-06-05 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/06 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",56,1,1,0,0
"2015-06-06 00:00:00",0,0,0,0,0,w3,w2,"2015-06-06 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-11 00:00:00",0,1,0,0,0
"2015-06-07 00:00:00",0,0,0,0,0,w3,w2,"2015-06-07 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-11 00:00:00",0,1,0,0,0
"2015-06-08 00:00:00",0,0,0,25720,0,w3,w2,"2015-06-08 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/08 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",74,0,0,0,0
"2015-06-09 00:00:00",15600,15600,7800,41320,0,w3,w2,"2015-06-09 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,1,1,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"Below Trend","06/10 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",92,0,0,0,0
"2015-06-10 00:00:00",0,0,0,41320,0,w3,w2,"2015-06-10 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/11 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",110,0,0,0,0
"2015-06-11 00:00:00",0,0,0,0,0,w4,w3,"2015-06-11 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/12 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",128,1,1,0,0
"2015-06-12 00:00:00",0,0,0,0,0,w4,w3,"2015-06-12 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-18 00:00:00",0,1,1,0,0
"2015-06-13 00:00:00",8000,8000,8000,24900,0,w4,w3,"2015-06-13 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/14 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",146,0,0,0,0
"2015-06-14 00:00:00",14500,14500,14500,39400,0,w4,w3,"2015-06-14 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"On Track",NULL,"Below Trend","06/15 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",164,0,0,0,0
"2015-06-15 00:00:00",9000,9000,9000,48400,0,w4,w3,"2015-06-15 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/16 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",182,0,0,0,0
"2015-06-16 00:00:00",15400,15400,15400,63800,0,w4,w3,"2015-06-16 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"On Track",NULL,"On Track","06/17 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",200,0,0,0,0
"2015-06-17 00:00:00",18201,18201,18201,82001,0,w4,w3,"2015-06-17 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/18 00:00:00 CDT",NULL,0,"2015-06-18 00:00:00",218,0,0,0,0
"2015-06-18 00:00:00",0,0,0,0,0,w5,w4,"2015-06-18 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/19 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",236,1,1,0,0
"2015-06-19 00:00:00",17900,17900,17900,17900,0,w5,w4,"2015-06-19 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Below Trend","06/20 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",254,1,1,0,0
"2015-06-20 00:00:00",18000,18000,18000,35900,0,w5,w4,"2015-06-20 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/21 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",272,1,1,0,0
"2015-06-21 00:00:00",9000,9000,9000,44900,0,w5,w4,"2015-06-21 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","06/22 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",293,1,1,0,0
"2015-06-22 00:00:00",0,0,0,44900,0,w5,w4,"2015-06-22 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/23 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",314,1,1,0,0
"2015-06-23 00:00:00",9000,9000,9000,53900,0,w5,w4,"2015-06-23 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/24 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",335,1,1,0,0
"2015-06-24 00:00:00",9000,9000,9000,62900,0,w5,w4,"2015-06-24 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/25 00:00:00 CDT",NULL,0,"2015-06-25 00:00:00",356,1,1,0,0
"2015-06-25 00:00:00",16800,16800,16800,16800,0,w6,w5,"2015-06-25 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"Above Trend","06/26 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",377,1,1,0,0
"2015-06-26 00:00:00",8000,8000,8000,24800,0,w6,w5,"2015-06-26 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"On Track","06/27 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",398,1,1,0,0
"2015-06-27 00:00:00",16800,16800,16800,41600,0,w6,w5,"2015-06-27 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/28 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",419,1,1,0,0
"2015-06-28 00:00:00",14400,14400,14400,56000,0,w6,w5,"2015-06-28 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"On Track",NULL,"On Track","06/29 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",440,1,1,0,0
"2015-06-29 00:00:00",16501,16501,16501,72501,0,w6,w5,"2015-06-29 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","06/30 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",461,1,1,0,0
"2015-06-30 00:00:00",16801,16801,16801,89302,0,w6,w5,"2015-06-30 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE","Reg CG DS",9017,NULL,63120,0,0,13526,NULL,88368,Out,NULL,Out,150%,NULL,140%,"Above Trend",NULL,"On Track","07/01 00:00:00 CDT",NULL,0,"2015-07-02 00:00:00",482,1,1,0,0
"2015-06-01 00:00:00",0,0,0,0,0,w1,w1,"2015-06-01 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE",ULSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2015-06-04 00:00:00",0,1,1,1,1
"2015-06-02 00:00:00",23200,23200,23200,207702,0,w1,w1,"2015-06-02 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE",ULSD,31807,NULL,222650,0,0,47711,NULL,311710,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"On Track","06/03 00:00:00 CDT",NULL,0,"2015-06-04 00:00:00",3,0,0,0,0
"2015-06-03 00:00:00",38600,38600,23000,246302,0,w1,w1,"2015-06-03 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE",ULSD,31807,NULL,222650,1,1,47711,NULL,311710,Available,NULL,Available,150%,NULL,140%,"Above Trend",NULL,"On Track","06/04 00:00:00 CDT",NULL,0,"2015-06-04 00:00:00",21,0,0,0,0
"2015-06-04 00:00:00",0,0,0,0,0,w2,w2,"2015-06-04 00:00:00","PILOT TRAVEL CENTERS LLC 103637 IW","BATON ROUGE LA (MOC) - 00CE",ULSD,31807,NULL,222650,0,0,47711,NULL,311710,Available,NULL,Available,150%,NULL,140%,"Below Trend",NULL,"Below Trend","06/05 00:00:00 CDT",NULL,0,"2015-06-11 00:00:00",39,1,1,0,0
